Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,Commission_Address_Raw,liczba_kart_otrzymanych,liczba_uprawnionych,liczba_kart_niewykorzystanych,liczba_kart_wydanych_lokal,liczba_pakietow_wyslanych,liczba_kart_wydanych_lacznie,liczba_glos_pelnnomocnik,liczba_glos_zaswiadczenie,liczba_kopert_zwrotnych,koperty_bez_oswiadczenia,koperty_oswiadczenie_niepodpisane,koperty_bez_koperty_na_karte,koperty_niezaklejona_koperta_na_karte,koperty_na_karte_wrzucone_do_urny,liczba_kart_wyjetych_z_urny,karty_z_kopert_korespondencyjnych,liczba_kart_niewaznych,liczba_kart_waznych,liczba_glosow_niewaznych,glosy_niewazne_przyczyna_A,glosy_niewazne_przyczyna_B,glosy_niewazne_przyczyna_C,liczba_glosow_waznych_na_kandydatow,Turnout_Percentage
Województwo małopolskie,Powiat myslenicki,gm. Myslenice,1477679,"Centrum Seniora Droginia, Droginia 351, 32-400 Droginia",91.0,85.0,68.0,23.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,,23.0,27.058823529411764
Województwo małopolskie,Powiat oswiecimski,gm. Oswiecim,1478270,"Powiatowe Zakady Opiekunczo-Lecznicze w Grojcu, ul. Aleja Ogrodowa 1, 32-615 Grojec",56.0,55.0,41.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,2.0,0.0,2.0,,13.0,27.27272727272727
Województwo wielkopolskie,Powiat pleszewski,gm. Dobrzyca,1496785,"Dom Pomocy Spoecznej w Pleszewie, Fabianow ul. Pleszewska 2, 63-330 Dobrzyca",101.0,44.0,89.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,12.0,27.27272727272727
Województwo opolskie,Powiat prudnicki,gm. Prudnik,1484901,"Dom Sw. Jana Bozego, ul. Piastowska 6, 48-200 Prudnik",30.0,22.0,24.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,6.0,27.27272727272727
Województwo łódzkie,Powiat kutnowski,m. Kutno,1474900,"Dom Pomocy Spoecznej w Kutnie, ul. Oporowska 27, 99-300 Kutno",131.0,73.0,111.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,1.0,0.0,,19.0,27.3972602739726
Województwo dolnośląskie,Powiat dzierzoniowski,m. Bielawa,1467499,"Dom Pomocy Spoecznej w Bielawie, ul. Stefana Zeromskiego 2, 58-260 Bielawa",50.0,40.0,39.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,11.0,27.500000000000004
Województwo łódzkie,Miasto na prawach powiatu odz,,1476650,"Zakad Pielegnacyjno-Opiekunczy Fundacji Ambrozja, ul. Stanisawa Dubois 117, 93-465 odz",88.0,76.0,67.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,1.0,0.0,1.0,,20.0,27.631578947368425
Województwo zachodniopomorskie,Miasto na prawach powiatu Swinoujscie,,1499538,"ZOD Fregata sp. z o.o., ul. Bydgoska 14, 72-600 Swinoujscie",110.0,94.0,84.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,,26.0,27.659574468085108
Województwo łódzkie,Powiat zgierski,m. Zgierz,1476234,"Niepubliczny Zakad Opieki Paliatywnej przy Stowarzyszeniu ""Hospicjum"" im. Jana Pawa II przy Parafii N. M. P. Rozancowej w Zgierzu, ul. Parzeczewska 72, 95-100 Zgierz",41.0,36.0,31.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,10.0,27.77777777777778
Województwo wielkopolskie,Miasto na prawach powiatu Poznan,,1498108,"Zakad Opiekunczo-Leczniczy Wielospecjalistycznego Szpitala Miejskiego im. Jozefa Strusia z Zakadem Opiekunczo-Leczniczym SP ZOZ w Poznaniu, ul. Mogilenska 42, 61-044 Poznan",19.0,18.0,14.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,,4.0,27.77777777777778
Województwo opolskie,Powiat kluczborski,gm. Kluczbork,1484323,"Dom Pomocy Spoecznej w Kluczborku, ul. Woczynska 25, 46-200 Kluczbork",124.0,108.0,94.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,,30.0,27.77777777777778
Województwo zachodniopomorskie,Powiat gryficki,gm. Trzebiatow,1498419,"Dom Pomocy Spoecznej, ul. Jaromin 50, 72-320 Trzebiatow",210.0,223.0,148.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,1.0,0.0,1.0,,61.0,27.802690582959645
Województwo śląskie,Miasto na prawach powiatu Czestochowa,,1491677,"Miejski Szpital Zespolony, ul. Bony Sforzy 1/3, 42-200 Czestochowa",86.0,86.0,62.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,,24.0,27.906976744186046
Województwo śląskie,Miasto na prawach powiatu Bielsko-Biaa,,1491401,"Polsko-Amerykanskie Kliniki Serca Centrum Kardiologii i Kardiochirurgii w Bielsku-Biaej, al. Aleja Armii Krajowej 101, 43-300 Bielsko-Biaa",45.0,43.0,33.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,12.0,27.906976744186046
Województwo warmińsko-mazurskie,Miasto na prawach powiatu Olsztyn,,1495257,"Wojewodzki Zespo Lecznictwa Psychiatrycznego w Olsztynie, ul. Aleja Wojska Polskiego 35, 10-228 Olsztyn",403.0,250.0,333.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,,70.0,28.000000000000004
Województwo lubelskie,Powiat lubelski,gm. Bezyce,1472484,"SP ZOZ Nr 1 w Bezycach Szpital Powiatowy im. Dr Wojciecha Oczki, ul. Lubelska 90, 24-200 Bezyce",120.0,78.0,98.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1.0,0.0,1.0,,21.0,28.205128205128204
Województwo dolnośląskie,Miasto na prawach powiatu Wrocaw,,1469676,"Wojewodzki Szpital Specjalistyczny im. J. Gromkowskiego we Wrocawiu, ul. Koszarowa 5, 51-149 Wrocaw",331.0,503.0,189.0,142.0,0.0,142.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,142.0,2.0,2.0,0.0,,140.0,28.23061630218688
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1467604,"Gogowski Szpital Powiatowy sp. z o. o., ul. Tadeusza Kosciuszki 15, 67-200 Gogow",348.0,244.0,279.0,69.0,0.0,69.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0,0.0,0.0,,69.0,28.27868852459016
Województwo łódzkie,Miasto na prawach powiatu odz,,1476633,"Miejskie Centrum Medyczne im. dr. Karola Jonschera w odzi, ul. Przyrodnicza 7/9, 91-480 odz",76.0,60.0,59.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,17.0,28.33333333333333
Województwo lubelskie,Powiat bialski,gm. Wisznice,1471818,"Zakad Opiekunczo-Leczniczy w Curynie, Curyn 60A, 21-580 Wisznice",70.0,67.0,51.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,1.0,0.0,,18.0,28.35820895522388
Województwo podlaskie,Powiat siemiatycki,m. Siemiatycze,1487543,"Samodzielny Publiczny Zakad Opieki Zdrowotnej Szpital Powiatowy w Siemiatyczach, ul. Szpitalna 8, 17-300 Siemiatycze",105.0,28.0,97.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,8.0,28.57142857142857
Województwo łódzkie,Powiat piotrkowski,gm. Wolborz,1475552,"Dom Pomocy Spoecznej ""Anders-Dom Seniora"", Studzianki 19d, 97-320 Wolborz",73.0,63.0,55.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,1.0,,17.0,28.57142857142857
Województwo kujawsko-pomorskie,Powiat inowrocawski,m. Inowrocaw,1470215,"Szpital Wielospecjalistyczny im. dr. Ludwika Bazka, ul. Poznanska 97, 88-100 Inowrocaw",379.0,184.0,326.0,53.0,0.0,53.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,0.0,,53.0,28.80434782608696
Województwo zachodniopomorskie,Powiat szczecinecki,gm. Szczecinek,1499121,"Dom Seniora FAMILIA, Sitno 1 B, 78-400 Sitno",59.0,59.0,42.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,1.0,,16.0,28.8135593220339
Województwo warmińsko-mazurskie,Powiat ecki,gm. Ek,1494222,"Dom Pomocy Spoecznej w Nowej Wsi Eckiej, ul. Lipowa 1, 19-321 Nowa Wies Ecka",280.0,204.0,221.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,3.0,0.0,3.0,,56.0,28.921568627450984
Województwo kujawsko-pomorskie,Powiat lipnowski,m. Lipno,1470339,"NZOZ Szpital Lipno Sp. z o.o., ul. Nieszawska 6, 87-600 Lipno",391.0,251.0,318.0,73.0,0.0,73.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,,73.0,29.08366533864542
Województwo podkarpackie,Powiat jasielski,m. Jaso,1485428,"Szpital Specjalistyczny w Jasle, ul. Lwowska 22, 38-200 Jaso",248.0,237.0,179.0,69.0,0.0,69.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,1.0,0.0,1.0,,68.0,29.11392405063291
Województwo małopolskie,Powiat miechowski,gm. Miechow,1477612,"Dom Pomocy Spoecznej ""BETANIA"" w Miechowie, ul. ks. Skorupki 19, 32-200 Miechow",71.0,48.0,57.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,,14.0,29.166666666666668
Województwo wielkopolskie,Powiat ostrzeszowski,gm. Ostrzeszow,1496635,"Ostrzeszowskie Centrum Zdrowia Sp. z o.o., ul. Aleja Wolnosci 4, 63-500 Ostrzeszow",127.0,58.0,110.0,17.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,17.0,29.310344827586203
Województwo wielkopolskie,Powiat rawicki,gm. Rawicz,1497147,"Szpital Powiatowy Sp. z o. o. w Rawiczu, ul. gen. Grota Roweckiego 6, 63-900 Rawicz",100.0,116.0,66.0,34.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,1.0,1.0,0.0,,33.0,29.310344827586203
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1469297,"Zakad Opiekunczo-Leczniczy o Profilu Rehabilitacyjnym, ul. Stefana Zeromskiego 2, 58-500 Jelenia Gora",80.0,75.0,58.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,,22.0,29.33333333333333
Województwo pomorskie,Powiat bytowski,gm. Miastko,1488168,"Szpital Miejski w Miastku Sp. z o. o., ul. gen. Wybickiego 30, 77-200 Miastko",184.0,92.0,157.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,27.0,29.347826086956523
Województwo mazowieckie,Warszawa,Wawer,1483376,"Zakad Opiekunczo-Leczniczy SP ZOZ, ul. Olchy 8, 04-837 Warszawa",215.0,153.0,170.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,,45.0,29.411764705882355
Województwo łódzkie,Powiat sieradzki,gm. Warta,1475843,"Centrum Psychiatryczne w Warcie, ul. Sieradzka 3, 98-290 Warta",484.0,359.0,378.0,106.0,0.0,106.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,106.0,3.0,1.0,2.0,,103.0,29.526462395543174
Województwo łódzkie,Powiat rawski,m. Rawa Mazowiecka,1475725,"SP-ZOZ Szpital im. Sw. Ducha w Rawie Mazowieckiej, ul. Warszawska 14, 96-200 Rawa Mazowiecka",81.0,27.0,73.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,1.0,,7.0,29.629629629629623
Województwo kujawsko-pomorskie,Powiat brodnicki,gm. Bobrowo,1469843,"Zakad Opiekunczo-Leczniczy, Wichulec 14A, 87-327 Bobrowo",90.0,74.0,68.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,,22.0,29.72972972972973
Województwo lubelskie,Miasto na prawach powiatu Lublin,,1473851,"Szpital Neuropsychiatryczny im. Prof. Mieczysawa Kaczynskiego SP ZOZ w Lublinie, ul. Abramowicka 2, 20-442 Lublin",908.0,734.0,688.0,220.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,220.0,4.0,3.0,1.0,,216.0,29.972752043596728
Województwo mazowieckie,Warszawa,Bemowo,1482702,"Przychodnia ZOZ, ul. gen. Meriana C. Coopera 5, 01-315 Warszawa",2430.0,2516.0,165.0,2265.0,0.0,2265.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2265.0,0.0,0.0,2265.0,28.0,18.0,10.0,,2237.0,90.02384737678855
Województwo pomorskie,Powiat pucki,gm. Jastarnia,1488836,"Klub Seniora, ul. Sosnowa 3, 84-141 Jurata",1067.0,1105.0,73.0,994.0,1.0,995.0,0.0,568.0,1.0,1.0,0.0,0.0,0.0,0.0,994.0,0.0,0.0,994.0,2.0,1.0,1.0,,992.0,90.04524886877829
Województwo mazowieckie,Warszawa,Wilanow,1483413,"Szkoa Podstawowa nr 400, ul. Os Krolewska 25, 02-972 Warszawa",1753.0,1854.0,83.0,1670.0,0.0,1670.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,0.0,0.0,1670.0,16.0,8.0,8.0,,1654.0,90.07551240560947
Województwo mazowieckie,Warszawa,Ursynow,1483310,"Szkoa Podstawowa nr 340, ul. Eugeniusza Lokajskiego 3, 02-793 Warszawa",2325.0,2269.0,282.0,2043.0,1.0,2044.0,6.0,67.0,1.0,0.0,0.0,0.0,0.0,1.0,2044.0,1.0,0.0,2044.0,15.0,8.0,7.0,,2029.0,90.08373732921991
Województwo mazowieckie,Warszawa,Wilanow,1483394,"Modziezowy Dom Kultury, ul. Zygmunta Vogla 62A/16A, 02-990 Warszawa",1240.0,1291.0,79.0,1161.0,2.0,1163.0,3.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,1162.0,1.0,0.0,1162.0,8.0,5.0,3.0,,1154.0,90.0852052672347
Województwo mazowieckie,Warszawa,Zoliborz,1483519,"Szkoa Podstawowa nr 396, ul. Anny German 5A, 01-794 Warszawa",2304.0,2434.0,111.0,2193.0,0.0,2193.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2193.0,0.0,0.0,2193.0,26.0,22.0,4.0,,2167.0,90.0986031224322
Województwo mazowieckie,Warszawa,Wilanow,1483401,"Urzad Dzielnicy Wilanow, ul. Franciszka Klimczaka 4, 02-797 Warszawa",1971.0,2172.0,14.0,1957.0,0.0,1957.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,0.0,0.0,1957.0,16.0,8.0,8.0,,1941.0,90.1012891344383
Województwo mazowieckie,Powiat legionowski,gm. Wieliszew,1480097,"Mazowiecki Szpital Onkologiczny, ul. Koscielna 61, 05-135 Wieliszew",160.0,81.0,87.0,73.0,0.0,73.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.0,,73.0,90.12345679012346
Województwo pomorskie,Miasto na prawach powiatu Sopot,,1489817,"SP ZOZ Sanatorium Uzdrowiskowe MSWiA w Sopocie, ul. Bitwy pod Powcami 63/65, 81-731 Sopot",354.0,296.0,87.0,267.0,0.0,267.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,267.0,3.0,1.0,2.0,,264.0,90.2027027027027
Województwo śląskie,Powiat cieszynski,m. Ustron,1490049,"Slaskie Centrum Rehabilitacji i Prewencji, ul. Zdrojowa 6, 43-450 Ustron",159.0,133.0,39.0,120.0,0.0,120.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,1.0,0.0,1.0,,119.0,90.22556390977444
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1469302,"SP ZOZ Szpital Specjalistyczny MSWiA w Jeleniej Gorze, ul. Cieplicka 69 - 71, 58-560 Jelenia Gora",163.0,123.0,52.0,111.0,0.0,111.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,111.0,3.0,2.0,1.0,,108.0,90.2439024390244
Województwo lubelskie,Powiat zamojski,gm. Krasnobrod,1473460,"Dom Pomocy Spoecznej w Majdanie Wielkim, Majdan Wielki 392, 22-440 Krasnobrod",59.0,41.0,22.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,3.0,1.0,2.0,,34.0,90.2439024390244
Województwo lubuskie,Powiat sulecinski,gm. Torzym,1474298,"Lubuski Szpital Specjalistyczny Pulmonologiczno-Kardiologiczny w Torzymiu. Sala konferencyjna poddasze segmentu nr 1, ul. Wojska Polskiego 52, 66-235 Torzym",281.0,113.0,179.0,102.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,102.0,1.0,1.0,0.0,,101.0,90.2654867256637
Województwo mazowieckie,Warszawa,Ochota,1482965,"Prywatna Szkoa Podstawowa im. Jana Brzechwy, ul. Przy Parku 36, 02-384 Warszawa",2212.0,2220.0,210.0,2002.0,2.0,2004.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,2.0,2004.0,2.0,0.0,2004.0,26.0,14.0,12.0,,1978.0,90.27027027027027
Województwo mazowieckie,Warszawa,Targowek,1483225,"Szkoa Podstawowa Nr 398, ul. Rembrandta 8, 03-531 Warszawa",1787.0,1887.0,85.0,1702.0,2.0,1704.0,1.0,43.0,2.0,0.0,0.0,0.0,0.0,2.0,1704.0,2.0,0.0,1704.0,17.0,10.0,7.0,,1687.0,90.302066772655
Województwo mazowieckie,Warszawa,Wilanow,1483412,"Przedszkole nr 436, ul. Sarmacka 4, 02-972 Warszawa",1903.0,1940.0,151.0,1752.0,1.0,1753.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,0.0,1.0,1751.0,13.0,9.0,4.0,,1738.0,90.36082474226804
Województwo małopolskie,Powiat limanowski,gm. Mszana Dolna,1477520,"Dom Pomocy Spoecznej, Raba Nizna 1, 34-730 Mszana Dolna",62.0,52.0,15.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,4.0,2.0,2.0,,43.0,90.3846153846154
Województwo mazowieckie,Warszawa,Bemowo,1482693,"Hala Sportowa OSIR, ul. Obroncow Tobruku 40, 01-494 Warszawa",1328.0,1328.0,130.0,1198.0,3.0,1201.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,2.0,1200.0,2.0,0.0,1200.0,26.0,15.0,11.0,,1174.0,90.4367469879518
Województwo mazowieckie,Powiat piaseczynski,gm. Piaseczno,1480909,"Szkoa Podstawowa w Jozefosawiu, Jozefosaw ul. Kameralna 11, 05-500 Piaseczno",1978.0,2165.0,22.0,1956.0,2.0,1958.0,3.0,47.0,2.0,0.0,0.0,0.0,0.0,2.0,1958.0,2.0,0.0,1958.0,14.0,4.0,10.0,,1944.0,90.43879907621248
Województwo mazowieckie,Warszawa,Ursynow,1483292,"Szkoa Podstawowa 323, ul. Edwarda Warchaowskiego 4, 02-776 Warszawa",1816.0,1904.0,95.0,1721.0,1.0,1722.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,1.0,1722.0,1.0,0.0,1722.0,10.0,5.0,5.0,,1712.0,90.44117647058825
Województwo lubelskie,Powiat janowski,gm. Chrzanow,1472136,"Urzad Gminy Chrzanow (sala narad), Chrzanow Trzeci 112, 23-305 Chrzanow",542.0,503.0,87.0,455.0,0.0,455.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,455.0,2.0,0.0,2.0,,453.0,90.4572564612326
Województwo mazowieckie,Warszawa,Praga-Poudnie,1483061,"Szkoa Podstawowa nr 397, ul. Afrykanska 11, 03-966 Warszawa",1498.0,1575.0,73.0,1425.0,0.0,1425.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,1425.0,13.0,10.0,3.0,,1412.0,90.47619047619048
Województwo zachodniopomorskie,Powiat gryficki,gm. Rewal,1498405,"Sala Wystawiennicza w Rewalu, ul. Sowackiego 1, 72-344 Rewal",2357.0,2206.0,361.0,1996.0,0.0,1996.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,0.0,0.0,1995.0,18.0,9.0,9.0,,1977.0,90.48050770625566
Województwo mazowieckie,Warszawa,Ursynow,1483328,"Przedszkole Publiczne Edulica, ul. Jurajska 4, 02-699 Warszawa",1001.0,1062.0,40.0,961.0,0.0,961.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,961.0,13.0,9.0,4.0,,948.0,90.48964218455744
Województwo mazowieckie,Warszawa,Wilanow,1483409,"Przedszkole nr 424, ul. Jerzego Beniamina Flatta 7, 02-972 Warszawa",1202.0,1231.0,88.0,1114.0,0.0,1114.0,5.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,0.0,2.0,1112.0,4.0,2.0,2.0,,1108.0,90.49553208773357
Województwo kujawsko-pomorskie,Powiat wocawski,gm. Brzesc Kujawski,1471062,"Filia Biblioteki Publicznej w Brzesciu Kujawskim, Wieniec-Zdroj ul. Zdrojowa 2, 87-800 Wocawek",1010.0,1034.0,74.0,936.0,0.0,936.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,936.0,14.0,8.0,6.0,,922.0,90.52224371373308
Województwo mazowieckie,Warszawa,Praga-Poudnie,1483082,"Biblioteka Publiczna im. Zygmunta Jana Rumla, ul. Janusza Meissnera 5, 03-982 Warszawa",981.0,1071.0,11.0,970.0,0.0,970.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,0.0,0.0,969.0,4.0,3.0,1.0,,965.0,90.56956115779646
Województwo mazowieckie,Warszawa,Biaoeka,1482732,"Szkoa Podstawowa Nr 355, ul. Ceramiczna 11, 03-126 Warszawa",1328.0,1404.0,56.0,1272.0,0.0,1272.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,0.0,0.0,1272.0,14.0,7.0,7.0,,1258.0,90.5982905982906
Województwo mazowieckie,Warszawa,Ursynow,1483316,"Szkoa Podstawowa Nr 16 budynek A, ul. Wilczy Do 4, 02-798 Warszawa",2131.0,2106.0,225.0,1907.0,1.0,1908.0,2.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,1907.0,1.0,1.0,1906.0,24.0,17.0,7.0,,1882.0,90.5982905982906
Województwo lubelskie,Powiat puawski,gm. Naeczow,1473008,"Sanatorium Uzdrowiskowe Zwiazku Nauczycielstwa Polskiego, ul. Bartosza Gowackiego 7, 24-150 Naeczow",155.0,139.0,29.0,126.0,0.0,126.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,1.0,0.0,1.0,,125.0,90.64748201438849
Województwo mazowieckie,Warszawa,Wilanow,1483406,"Centrum Kultury Wilanow, ul. Zygmunta Vogla 62, 02-990 Warszawa",1480.0,1553.0,73.0,1407.0,1.0,1408.0,2.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0,1407.0,1.0,0.0,1407.0,6.0,2.0,4.0,,1401.0,90.66323245331616
Województwo mazowieckie,Warszawa,Ursynow,1483323,"Przedszkole nr 412, ul. Pala Telekiego 8, 02-793 Warszawa",2174.0,2143.0,231.0,1942.0,1.0,1943.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,1.0,1943.0,1.0,0.0,1943.0,18.0,14.0,4.0,,1925.0,90.66728884741018
Województwo mazowieckie,Powiat piaseczynski,gm. Lesznowola,1480876,"Szkoa Podstawowa, ul. Ksiedza Kanonika Henryka Sojewskiego 1, 05-552 azy",1118.0,1170.0,58.0,1060.0,1.0,1061.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,1061.0,1.0,0.0,1061.0,11.0,8.0,3.0,,1050.0,90.68376068376068
Województwo lubelskie,Powiat ukowski,gm. ukow,1472749,"Dom Pomocy Spoecznej w Ryzkach, Ryzki 75, 21-400 ukow",45.0,43.0,6.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,1.0,1.0,0.0,,38.0,90.69767441860463
Województwo mazowieckie,Warszawa,Ursynow,1483325,"Szkoa Podstawowa nr 323, ul. Ludwika Hirszfelda 11, 02-776 Warszawa",1049.0,1118.0,35.0,1014.0,0.0,1014.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,1014.0,15.0,4.0,11.0,,999.0,90.69767441860463
Województwo dolnośląskie,Powiat trzebnicki,gm. Zmigrod,1468801,"Szpital im. Sw. Jadwigi Slaskiej w Trzebnicy-Szpital Rehabilitacyjny w Zmigrodzie, ul. Willowa 4, 55-140 Zmigrod",48.0,43.0,9.0,39.0,0.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,,39.0,90.69767441860463
