Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,Commission_Address_Raw,liczba_kart_otrzymanych,liczba_uprawnionych,liczba_kart_niewykorzystanych,liczba_kart_wydanych_lokal,liczba_pakietow_wyslanych,liczba_kart_wydanych_lacznie,liczba_glos_pelnnomocnik,liczba_glos_zaswiadczenie,liczba_kopert_zwrotnych,koperty_bez_oswiadczenia,koperty_oswiadczenie_niepodpisane,koperty_bez_koperty_na_karte,koperty_niezaklejona_koperta_na_karte,koperty_na_karte_wrzucone_do_urny,liczba_kart_wyjetych_z_urny,karty_z_kopert_korespondencyjnych,liczba_kart_niewaznych,liczba_kart_waznych,liczba_glosow_niewaznych,glosy_niewazne_przyczyna_A,glosy_niewazne_przyczyna_B,glosy_niewazne_przyczyna_C,liczba_glosow_waznych_na_kandydatow,Turnout_Percentage
Województwo małopolskie,Powiat nowosadecki,gm. Chemiec,1434711,"Zakad Pielegnacyjno Opiekunczy, Kleczany 182, 33-394 Kleczany",40.0,37.0,32.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,21.62162162162162
Województwo małopolskie,Powiat brzeski,gm. Brzesko,1434667,"Powiatowy Publiczny Zakad Opiekunczo-Leczniczy w Brzesku, ul. Tadeusza Kosciuszki 33, 32-800 Brzesko",85.0,74.0,69.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,21.62162162162162
Województwo zachodniopomorskie,Powiat szczecinecki,gm. Szczecinek,1436786,"Dom Seniora FAMILIA, Sitno 1 B, 78-400 Sitno",60.0,60.0,47.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,21.666666666666668
Województwo wielkopolskie,Powiat wrzesinski,gm. Wrzesnia,1436108,"Szpital Powiatowy we Wrzesni Sp. z o. o., ul. Sowackiego 2, 62-300 Wrzesnia",173.0,106.0,150.0,23.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,21.69811320754717
Województwo podlaskie,Powiat siemiatycki,gm. Siemiatycze,1435522,"Zakad Pielegnacyjno-Opiekunczy w Bacikach Srednich, Baciki Srednie 68, 17-300 Siemiatycze",32.0,32.0,25.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,21.875
Województwo dolnośląskie,Powiat trzebnicki,gm. Oborniki Slaskie,1434223,"Dolnoslaskie Centrum Onkologii, Pulmonologii i Hematologii-Szpital Lesne, ul. Ksawerego Dunikowskiego 2-8, 55-120 Oborniki Slaskie",80.0,32.0,73.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,21.875
Województwo łódzkie,Powiat pabianicki,m. Konstantynow odzki,1434557,"Specjalistyczny Zakad Opieki Zdrowotnej FEL-MED - filia II - ZOL Konstantynow odzki, ul. Lutomierska 26, 95-050 Konstantynow odzki",69.0,64.0,55.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,21.875
Województwo kujawsko-pomorskie,Powiat brodnicki,gm. Bobrowo,1436917,"Zakad Opiekunczo-Leczniczy, Wichulec 14A, 87-327 Bobrowo",89.0,82.0,71.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,17.0,21.951219512195124
Województwo warmińsko-mazurskie,Powiat godapski,gm. Godap,1435985,"GoldMedica Sp. z o. o. w Godapi, ul. Soneczna 7b, 19-500 Godap",80.0,59.0,67.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,22.033898305084744
Województwo podkarpackie,Powiat ancucki,gm. Zoynia,1435439,"Zakad Pielegnacyjno-Opiekunczy w Zoyni, ul. Gorska 8, 37-110 Zoynia",70.0,59.0,57.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,22.033898305084744
Województwo warmińsko-mazurskie,Powiat wegorzewski,gm. Wegorzewo,1435990,"Zakad Opiekunczo-Leczniczy Psychiatryczny dla Dorosych, ul. Generaa Jozefa Bema 12, 11-600 Wegorzewo",82.0,59.0,69.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,22.033898305084744
Województwo wielkopolskie,Powiat czarnkowsko-trzcianecki,m. Czarnkow,1436014,"Szpital Powiatowy w Czarnkowie, ul. Kosciuszki 94, 64-700 Czarnkow",103.0,59.0,90.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,22.033898305084744
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1434159,"Gogowski Szpital Powiatowy sp. z o. o., ul. Tadeusza Kosciuszki 15, 67-200 Gogow",346.0,235.0,294.0,52.0,0.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,3.0,0.0,3.0,0.0,49.0,22.127659574468083
Województwo wielkopolskie,Powiat rawicki,gm. Rawicz,1436085,"Szpital Powiatowy Sp. z o. o. w Rawiczu, ul. gen. Grota Roweckiego 6, 63-900 Rawicz",100.0,108.0,76.0,24.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,22.22222222222222
Województwo dolnośląskie,Powiat wabrzyski,gm. Mieroszow,1434227,"Dolnoslaski Osrodek Opieki Miedzypokoleniowej ""Biay Orze"", ul. Parkowa 5, 58-351 Sokoowsko",127.0,108.0,103.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,23.0,22.22222222222222
Województwo świętokrzyskie,Powiat buski,gm. Gnojno,1435860,"Dom Pomocy Spoecznej w Gnojnie, Gnojno 118, 28-114 Gnojno",99.0,54.0,87.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,22.22222222222222
Województwo mazowieckie,Powiat zurominski,gm. Zuromin,1434939,"Samodzielny Publiczny Zespo Zakadow Opieki Zdrowotnej w Zurominie, ul. Szpitalna 56, 09-300 Zuromin",151.0,103.0,128.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,2.0,0.0,2.0,0.0,21.0,22.330097087378643
Województwo mazowieckie,Warszawa,Biaoeka,1434968,"Stoeczne Centrum Opiekunczo-Lecznicze sp. z o.o., ul. Jozefa Mehoffera 72/74, 03-131 Warszawa",672.0,606.0,536.0,136.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,136.0,3.0,0.0,3.0,0.0,133.0,22.44224422442244
Województwo mazowieckie,Warszawa,Srodmiescie,1434994,"Caritas Archidiecezji Warszawskiej, ul. Krakowskie Przedmiescie 62, 00-322 Warszawa",120.0,98.0,98.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,21.0,22.448979591836736
Województwo warmińsko-mazurskie,Powiat bartoszycki,m. Bartoszyce,1435927,"Szpital Powiatowy w Bartoszycach, ul. Kardynaa Wyszynskiego 11, 11-200 Bartoszyce",218.0,155.0,183.0,35.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,1.0,0.0,1.0,0.0,34.0,22.58064516129032
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1435346,"Szpital Wielospecjalistyczny w Kedzierzynie-Kozlu, ul. Franklina Delano Roosevelta 2, 47-200 Kedzierzyn-Kozle",236.0,88.0,216.0,20.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,22.727272727272727
Województwo pomorskie,Powiat czuchowski,m. Czuchow,1435561,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Czuchowie, ul. Szczecinska 31, 77-300 Czuchow",240.0,154.0,205.0,35.0,0.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,22.727272727272727
Województwo wielkopolskie,Powiat kepinski,gm. Kepno,1436037,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Kepnie, Szpital w Kepnie, ul. Szpitalna 7, 63-600 Kepno",114.0,79.0,96.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,22.78481012658228
Województwo zachodniopomorskie,Powiat gryfinski,gm. Gryfino,1436178,"Szpital Powiatowy w Gryfinie Sp. z o. o. Zakad Pielegnacyjno-Opiekunczy Psychiatryczny w Nowym Czarnowie, Nowe Czarnowo 70, 74-105 Nowe Czarnowo",49.0,35.0,41.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,22.857142857142858
Województwo kujawsko-pomorskie,Miasto na prawach powiatu Bydgoszcz,,1434363,"Samodzielny Publiczny Wielospecjalistyczny Zakad Opieki Zdrowotnej Ministerstwa Spraw Wewnetrznych i Administracji w Bydgoszczy, ul. Ks. Ryszarda Markwarta 4-6, 85-015 Bydgoszcz",173.0,118.0,146.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,22.88135593220339
Województwo śląskie,Powiat cieszynski,m. Cieszyn,1435651,"Szpital Slaski, ul. Bielska 4, 43-400 Cieszyn",455.0,352.0,374.0,81.0,0.0,81.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,81.0,23.01136363636364
Województwo dolnośląskie,Powiat jaworski,m. Jawor,1434161,"Jaworskie Centrum Medyczne Sp. z o. o., ul. Szpitalna 3, 59-400 Jawor",97.0,78.0,79.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,23.07692307692308
Województwo wielkopolskie,Powiat gostynski,gm. Krobia,1436023,"Dom Pomocy Spoecznej w Chumietkach, Chumietki 22, 63-840 Krobia",99.0,104.0,75.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,23.0,23.07692307692308
Województwo warmińsko-mazurskie,Powiat braniewski,m. Braniewo,1435932,"Powiatowe Centrum Medyczne Spoka z o. o. w Braniewie, ul. Moniuszki 13, 14-500 Braniewo",203.0,160.0,166.0,37.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,1.0,0.0,1.0,0.0,36.0,23.125
Województwo dolnośląskie,Powiat legnicki,gm. Ruja,1434193,"Dom Pomocy Spoecznej dla Dorosych ""Przasnik"" w Brenniku, Brennik 24, 59-243 Ruja",80.0,82.0,61.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,23.170731707317078
Województwo wielkopolskie,Powiat wagrowiecki,m. Wagrowiec,1436103,"Szpital Powiatowy, ul. Kosciuszki 74, 62-100 Wagrowiec",106.0,69.0,90.0,16.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,23.18840579710145
Województwo mazowieckie,Powiat zyrardowski,gm. Radziejowice,1434944,"Dom Pomocy Spoecznej w Tartaku Brzozki, Tartak Brzozki ul. Mszczonowska 1, 96-325 Radziejowice",39.0,43.0,29.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,23.25581395348837
Województwo łódzkie,Powiat eczycki,m. eczyca,1434539,"Zespo Opieki Zdrowotnej w eczycy, ul. Zachodnia 6, 99-100 eczyca",223.0,111.0,197.0,26.0,0.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,23.423423423423426
Województwo podkarpackie,Miasto na prawach powiatu Rzeszow,,1435489,"Samodzielny Publiczny Zakad Opieki Zdrowotnej Ministerstwa Spraw Wewnetrznych i Administracji w Rzeszowie, ul. Krakowska 16, 35-111 Rzeszow",108.0,190.0,63.0,45.0,0.0,45.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,23.684210526315788
Województwo kujawsko-pomorskie,Miasto na prawach powiatu Bydgoszcz,,1434370,"Grupa Zdrowie ""GRYF-MED"" sp. z o.o., ul. Wojska Polskiego 46, 85-825 Bydgoszcz",89.0,76.0,71.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,23.684210526315788
Województwo dolnośląskie,Powiat karkonoski,m. Szklarska Poreba,1434170,"Sudecki Dom Seniora Soneczna Polana, ul. Franciszkanska 30, 58-580 Szklarska Poreba",39.0,42.0,29.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,23.809523809523807
Województwo pomorskie,Powiat bytowski,gm. Miastko,1435554,"Szpital Miejski w Miastku Sp. z o. o., ul. gen. Wybickiego 30, 77-200 Miastko",180.0,84.0,160.0,20.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,19.0,23.809523809523807
Województwo kujawsko-pomorskie,Powiat lipnowski,m. Lipno,1434318,"NZOZ Szpital Lipno Sp. z o.o., ul. Nieszawska 6, 87-600 Lipno",386.0,233.0,330.0,56.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,24.034334763948497
Województwo wielkopolskie,Powiat sredzki,gm. Sroda Wielkopolska,1436095,"Szpital Sredzki Serca Jezusowego Sp. z o. o., ul. Zwirki i Wigury 10, 63-000 Sroda Wielkopolska",91.0,58.0,77.0,14.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,24.13793103448276
Województwo świętokrzyskie,Powiat kielecki,gm. Pierzchnica,1435876,"Dom Pomocy Spoecznej w Osinach, Osiny 54B, 26-015 Pierzchnica",168.0,138.0,134.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,24.637681159420293
Województwo lubelskie,Miasto na prawach powiatu Lublin,,1434474,"Szpital Neuropsychiatryczny im. Prof. Mieczysawa Kaczynskiego SP ZOZ w Lublinie, ul. Abramowicka 2, 20-442 Lublin",903.0,756.0,716.0,187.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,187.0,2.0,0.0,2.0,0.0,185.0,24.73544973544973
Województwo małopolskie,Powiat brzeski,gm. Gnojnik,1466743,"Rodzinny Dom Opieki ""Stas"", Gnojnik 222, 32-864 Gnojnik",25.0,20.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,25.0
Województwo opolskie,Powiat brzeski,m. Brzeg,1435329,"Brzeskie Centrum Medyczne w Brzegu-Oddzia Rehabilitacji Neurologicznej, ul. Nysanska 4-6, 49-300 Brzeg",27.0,24.0,21.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,25.0
Województwo dolnośląskie,Powiat karkonoski,m. Szklarska Poreba,1434171,"Izerskie Centrum Pulmonologii i Chemioterapii Izer-Med Sp. z o. o., ul. Szpitalna 1, 58-580 Szklarska Poreba",56.0,52.0,43.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,25.0
Województwo dolnośląskie,Powiat dzierzoniowski,m. Bielawa,1434151,"Dom Pomocy Spoecznej w Bielawie, ul. Stefana Zeromskiego 2, 58-260 Bielawa",49.0,40.0,39.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,25.0
Województwo śląskie,Miasto na prawach powiatu Czestochowa,,1435757,"Miejski Szpital Zespolony, ul. Bony Sforzy 1/3, 42-200 Czestochowa",76.0,79.0,56.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,2.0,0.0,2.0,0.0,18.0,25.31645569620253
Województwo opolskie,Powiat kluczborski,gm. Kluczbork,1435352,"Dom Pomocy Spoecznej w Kluczborku, ul. Woczynska 25, 46-200 Kluczbork",121.0,110.0,93.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,3.0,0.0,3.0,0.0,25.0,25.454545454545453
Województwo łódzkie,Powiat poddebicki,gm. Wartkowice,1434573,"Dom Pomocy Spoecznej w Gostkowie, Stary Gostkow 41, 99-220 Wartkowice",105.0,55.0,91.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,13.0,25.454545454545453
Województwo lubelskie,Powiat opolski,gm. Poniatowa,1434426,"Powiatowe Centrum Zdrowia Sp. z o. o. w Opolu Lubelskim, Szpital, ul. Fabryczna 18, 24-320 Poniatowa",107.0,98.0,82.0,25.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.51020408163265
Województwo mazowieckie,Powiat putuski,gm. Putusk,1434909,"Szpital Powiatowy Gajda-Med Sp. z o.o. w Putusku, ul. Teofila Kwiatkowskiego 19, 06-100 Putusk",111.0,90.0,88.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,25.555555555555557
Województwo podkarpackie,Miasto na prawach powiatu Rzeszow,,1435492,"Filia Domu Pomocy Spoecznej dla Osob w Podeszym Wieku oraz Osob Niepenosprawnych Fizycznie w Rzeszowie, ul. abedzia 9, 35-207 Rzeszow",41.0,43.0,30.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,25.58139534883721
Województwo wielkopolskie,Powiat kaliski,gm. Liskow,1436033,"Dom Pomocy Spoecznej w Liskowie, ul. ks. Wacawa Blizinskiego 96A, 62-850 Liskow",40.0,39.0,30.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,25.64102564102564
Województwo łódzkie,Powiat radomszczanski,gm. Przedborz,1434578,"Zakad Pielegnacyjno-Opiekunczy w Przedborzu, ul. Czestochowska 25, 97-570 Przedborz",35.0,35.0,26.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,25.71428571428571
Województwo łódzkie,Powiat zgierski,m. Zgierz,1434607,"Europejskie Centrum Opieki Medycznej i Pomocy Rodzinie ""CARE"" Sp. z o. o. w Zgierzu, ul. Stanisawa Dubois 17, 95-100 Zgierz",182.0,171.0,138.0,44.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,25.730994152046783
Województwo mazowieckie,Powiat woominski,gm. Klembow,1434929,"Dom Opieki i Rehabilitacji Luksus, ul. Debowa 38, 05-205 Dobczyn",66.0,66.0,49.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,25.75757575757576
Województwo lubelskie,Powiat puawski,gm. Wawolnica,1409735,"Samodzielny Publiczny Psychiatryczny Zakad Opiekunczo Leczniczy w Celejowie, Celejow 68, 24-160 Wawolnica",77.0,178.0,31.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,6.0,0.0,6.0,0.0,40.0,25.842696629213485
Województwo mazowieckie,Powiat wyszkowski,gm. Branszczyk,1434933,"Dom Pomocy Spoecznej w Branszczyku, ul. Jana Pawa II 65, 07-221 Branszczyk",198.0,143.0,161.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,4.0,0.0,4.0,0.0,33.0,25.874125874125877
Województwo mazowieckie,Powiat piaseczynski,gm. Gora Kalwaria,1434873,"Dom Pomocy Spoecznej w Gorze Kalwarii, ul. Szpitalna 1, 05-530 Gora Kalwaria",345.0,331.0,259.0,86.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,86.0,7.0,0.0,7.0,0.0,79.0,25.98187311178248
Województwo małopolskie,Powiat bochenski,gm. Drwinia,1434663,"Placowka Caodobowej Opieki Dom Opieki Jestem w Grobli, Grobla 229, 32-709 Drwinia",184.0,150.0,145.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,26.0
Województwo wielkopolskie,Powiat kaliski,gm. Liskow,1436034,"Dom Seniora ""Bursztynowe Zacisze"", ul. Lesna 1, 62-850 Liskow",98.0,73.0,79.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,2.0,0.0,2.0,0.0,17.0,26.02739726027397
Województwo mazowieckie,Powiat mawski,m. Mawa,1434860,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Mawie, ul. Anny Dobrskiej 1, 06-500 Mawa",101.0,96.0,76.0,25.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,26.041666666666668
Województwo wielkopolskie,Powiat ostrowski,m. Ostrow Wielkopolski,1436063,"Zespo Zakadow Opieki Zdrowotnej w Ostrowie Wielkopolskim - Oddziay przy ul. 3. Maja, ul. 3 Maja 35, 63-400 Ostrow Wielkopolski",35.0,23.0,29.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,26.08695652173913
Województwo świętokrzyskie,Powiat kielecki,gm. Chmielnik,1435870,"Szpital Powiatowy w Chmielniku, ul. Kielecka 1-3, 26-020 Chmielnik",78.0,46.0,66.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,26.08695652173913
Województwo lubelskie,Powiat wodawski,gm. Wyryki,1434451,"Samodzielny Publiczny Zakad Opieki Zdrowotnej Gruzlicy i Chorob Puc, Adampol 37, 22-200 Wodawa",66.0,46.0,54.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,26.08695652173913
Województwo mazowieckie,Powiat radomski,m. Pionki,1434911,"Samodzielny Publiczny Zespo Zakadow Opieki Zdrowotnej w Pionkach im. Lecha i Marii Kaczynskich - Pary Prezydenckiej, ul. Niepodlegosci 1, 26-670 Pionki",150.0,134.0,115.0,35.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,26.119402985074625
Województwo lubelskie,Powiat krasnostawski,m. Krasnystaw,1434409,"Dom Pomocy Spoecznej, ul. Kwiatowa 1, 22-300 Krasnystaw",120.0,111.0,91.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,5.0,3.0,2.0,0.0,24.0,26.126126126126124
Województwo wielkopolskie,Miasto na prawach powiatu Poznan,,1436144,"Uniwersytecki Szpital Kliniczny w Poznaniu-Uniwersyteckie Centrum Onkologii, ul. Augustyna Szamarzewskiego 84, 60-659 Poznan",288.0,310.0,207.0,81.0,0.0,81.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,1.0,0.0,1.0,0.0,80.0,26.12903225806452
Województwo opolskie,Powiat nyski,gm. Nysa,1435368,"Zespo Opieki Zdrowotnej w Nysie, ul. Bohaterow Warszawy 23, 48-300 Nysa",296.0,88.0,273.0,23.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,26.13636363636364
Województwo śląskie,Miasto na prawach powiatu Siemianowice Slaskie,,1435824,"Szpital Nefrolux, ul. Szpitalna 6, 41-100 Siemianowice Slaskie",130.0,42.0,119.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,26.190476190476197
Województwo warmińsko-mazurskie,Powiat ecki,gm. Ek,1435941,"Dom Pomocy Spoecznej w Nowej Wsi Eckiej, ul. Lipowa 1, 19-321 Nowa Wies Ecka",279.0,206.0,225.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,1.0,0.0,1.0,0.0,53.0,26.21359223300971
