Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,R1_Total_Valid_Votes_Station,R2_Total_Valid_Votes_Station,Expected_Nawrocki_R2,Actual_NAWROCKI Karol Tadeusz_R2,Diff_Nawrocki,Expected_Trzaskowski_R2,Actual_TRZASKOWSKI Rafa Kazimierz_R2,Diff_Trzaskowski
Województwo mazowieckie,Warszawa,Wola,1419599,1511.0,0.0,548.79,0.0,-548.79,962.21,0.0,-962.21
Województwo mazowieckie,Warszawa,Wola,1419600,1436.0,0.0,474.22,0.0,-474.22,961.78,0.0,-961.78
Województwo mazowieckie,Warszawa,Wola,1419601,1760.0,0.0,648.6,0.0,-648.6,1111.4,0.0,-1111.4
Województwo mazowieckie,Warszawa,Wola,1419602,1201.0,0.0,477.38,0.0,-477.38,723.62,0.0,-723.62
Województwo mazowieckie,Warszawa,Wola,1419603,1086.0,0.0,428.74,0.0,-428.74,657.26,0.0,-657.26
Województwo mazowieckie,Warszawa,Wola,1419604,1895.0,0.0,587.15,0.0,-587.15,1307.85,0.0,-1307.85
Województwo mazowieckie,Warszawa,Wola,1419605,1793.0,0.0,540.84,0.0,-540.84,1252.16,0.0,-1252.16
Województwo mazowieckie,Warszawa,Wola,1419606,1338.0,0.0,427.89,0.0,-427.89,910.11,0.0,-910.11
Województwo mazowieckie,Warszawa,Wola,1435013,35.0,0.0,16.26,0.0,-16.26,18.74,0.0,-18.74
Województwo mazowieckie,Warszawa,Wola,1435014,42.0,0.0,27.24,0.0,-27.24,14.76,0.0,-14.76
Województwo mazowieckie,Warszawa,Wola,1435015,54.0,0.0,32.68,0.0,-32.68,21.32,0.0,-21.32
Województwo mazowieckie,Warszawa,Wola,1435016,87.0,0.0,29.3,0.0,-29.3,57.7,0.0,-57.7
Województwo mazowieckie,Warszawa,Wola,1435017,41.0,0.0,17.14,0.0,-17.14,23.86,0.0,-23.86
Województwo mazowieckie,Warszawa,Wola,1435018,155.0,0.0,60.65,0.0,-60.65,94.35,0.0,-94.35
Województwo mazowieckie,Warszawa,Wola,1435019,39.0,0.0,25.93,0.0,-25.93,13.07,0.0,-13.07
Województwo mazowieckie,Warszawa,Wola,1435020,29.0,0.0,17.85,0.0,-17.85,11.15,0.0,-11.15
Województwo mazowieckie,Warszawa,Zoliborz,1419607,1395.0,0.0,466.41,0.0,-466.41,928.59,0.0,-928.59
Województwo mazowieckie,Warszawa,Zoliborz,1419608,1836.0,0.0,588.24,0.0,-588.24,1247.76,0.0,-1247.76
Województwo mazowieckie,Warszawa,Zoliborz,1419609,1566.0,0.0,540.08,0.0,-540.08,1025.92,0.0,-1025.92
Województwo mazowieckie,Warszawa,Zoliborz,1419610,1546.0,0.0,372.32,0.0,-372.32,1173.68,0.0,-1173.68
Województwo mazowieckie,Warszawa,Zoliborz,1419611,1507.0,0.0,470.39,0.0,-470.39,1036.61,0.0,-1036.61
Województwo mazowieckie,Warszawa,Zoliborz,1419612,1235.0,0.0,423.07,0.0,-423.07,811.93,0.0,-811.93
Województwo mazowieckie,Warszawa,Zoliborz,1419613,2017.0,0.0,703.67,0.0,-703.67,1313.33,0.0,-1313.33
Województwo mazowieckie,Warszawa,Zoliborz,1419614,2087.0,0.0,610.43,0.0,-610.43,1476.56,0.0,-1476.56
Województwo mazowieckie,Warszawa,Zoliborz,1419615,1200.0,0.0,424.43,0.0,-424.43,775.57,0.0,-775.57
Województwo mazowieckie,Warszawa,Zoliborz,1419616,2071.0,0.0,756.2,0.0,-756.2,1314.8,0.0,-1314.8
Województwo mazowieckie,Warszawa,Zoliborz,1419617,2115.0,0.0,741.24,0.0,-741.24,1373.76,0.0,-1373.76
Województwo mazowieckie,Warszawa,Zoliborz,1419618,1984.0,0.0,558.52,0.0,-558.52,1425.48,0.0,-1425.48
Województwo mazowieckie,Warszawa,Zoliborz,1419619,2034.0,0.0,509.6,0.0,-509.6,1524.41,0.0,-1524.41
Województwo mazowieckie,Warszawa,Zoliborz,1419620,1838.0,0.0,410.75,0.0,-410.75,1427.25,0.0,-1427.25
Województwo mazowieckie,Warszawa,Zoliborz,1419621,1830.0,0.0,388.41,0.0,-388.41,1441.59,0.0,-1441.59
Województwo mazowieckie,Warszawa,Zoliborz,1419622,827.0,0.0,280.4,0.0,-280.4,546.6,0.0,-546.6
Województwo mazowieckie,Warszawa,Zoliborz,1419623,799.0,0.0,216.24,0.0,-216.24,582.77,0.0,-582.77
Województwo mazowieckie,Warszawa,Zoliborz,1419624,1890.0,0.0,620.92,0.0,-620.92,1269.08,0.0,-1269.08
Województwo mazowieckie,Warszawa,Zoliborz,1419625,1918.0,0.0,579.27,0.0,-579.27,1338.73,0.0,-1338.73
Województwo mazowieckie,Warszawa,Zoliborz,1419626,1628.0,0.0,592.53,0.0,-592.53,1035.47,0.0,-1035.47
Województwo mazowieckie,Warszawa,Zoliborz,1419627,702.0,0.0,250.09,0.0,-250.09,451.91,0.0,-451.91
Województwo opolskie,Powiat brzeski,m. Brzeg,1419628,595.0,0.0,322.06,0.0,-322.06,272.94,0.0,-272.94
Województwo opolskie,Powiat brzeski,m. Brzeg,1419629,582.0,0.0,306.6,0.0,-306.6,275.4,0.0,-275.4
Województwo opolskie,Powiat brzeski,m. Brzeg,1419630,629.0,0.0,350.93,0.0,-350.93,278.07,0.0,-278.07
Województwo opolskie,Powiat brzeski,m. Brzeg,1419631,539.0,0.0,262.01,0.0,-262.01,276.99,0.0,-276.99
Województwo opolskie,Powiat brzeski,m. Brzeg,1419632,1215.0,0.0,501.01,0.0,-501.01,713.99,0.0,-713.99
Województwo opolskie,Powiat brzeski,m. Brzeg,1419633,891.0,0.0,477.93,0.0,-477.93,413.07,0.0,-413.07
Województwo opolskie,Powiat brzeski,m. Brzeg,1419634,731.0,0.0,401.75,0.0,-401.75,329.25,0.0,-329.25
Województwo opolskie,Powiat brzeski,m. Brzeg,1419635,410.0,0.0,204.33,0.0,-204.33,205.67,0.0,-205.67
Województwo opolskie,Powiat brzeski,m. Brzeg,1419636,561.0,0.0,250.59,0.0,-250.59,310.41,0.0,-310.41
Województwo opolskie,Powiat brzeski,m. Brzeg,1419637,1038.0,0.0,469.81,0.0,-469.81,568.19,0.0,-568.19
Województwo opolskie,Powiat brzeski,m. Brzeg,1419638,923.0,0.0,474.04,0.0,-474.04,448.96,0.0,-448.96
Województwo opolskie,Powiat brzeski,m. Brzeg,1419639,742.0,0.0,405.93,0.0,-405.93,336.07,0.0,-336.07
Województwo opolskie,Powiat brzeski,m. Brzeg,1419640,439.0,0.0,238.43,0.0,-238.43,200.57,0.0,-200.57
Województwo opolskie,Powiat brzeski,m. Brzeg,1419641,961.0,0.0,496.14,0.0,-496.14,464.86,0.0,-464.86
Województwo opolskie,Powiat brzeski,m. Brzeg,1419642,920.0,0.0,450.02,0.0,-450.02,469.98,0.0,-469.98
Województwo opolskie,Powiat brzeski,m. Brzeg,1419643,755.0,0.0,323.44,0.0,-323.44,431.56,0.0,-431.56
Województwo opolskie,Powiat brzeski,m. Brzeg,1419644,732.0,0.0,359.71,0.0,-359.71,372.29,0.0,-372.29
Województwo opolskie,Powiat brzeski,m. Brzeg,1419645,467.0,0.0,245.19,0.0,-245.19,221.81,0.0,-221.81
Województwo opolskie,Powiat brzeski,m. Brzeg,1419646,971.0,0.0,461.36,0.0,-461.36,509.64,0.0,-509.64
Województwo opolskie,Powiat brzeski,m. Brzeg,1419647,747.0,0.0,372.79,0.0,-372.79,374.22,0.0,-374.22
Województwo opolskie,Powiat brzeski,m. Brzeg,1419648,862.0,0.0,443.28,0.0,-443.28,418.72,0.0,-418.72
Województwo opolskie,Powiat brzeski,m. Brzeg,1435327,254.0,0.0,29.38,0.0,-29.38,224.62,0.0,-224.62
Województwo opolskie,Powiat brzeski,m. Brzeg,1435328,41.0,0.0,25.25,0.0,-25.25,15.75,0.0,-15.75
Województwo opolskie,Powiat brzeski,m. Brzeg,1435329,6.0,0.0,3.14,0.0,-3.14,2.86,0.0,-2.86
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419649,261.0,0.0,196.25,0.0,-196.25,64.75,0.0,-64.75
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419650,238.0,0.0,175.73,0.0,-175.73,62.27,0.0,-62.27
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419651,247.0,0.0,147.33,0.0,-147.33,99.67,0.0,-99.67
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419652,590.0,0.0,287.16,0.0,-287.16,302.84,0.0,-302.84
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419653,270.0,0.0,115.72,0.0,-115.72,154.28,0.0,-154.28
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419654,114.0,0.0,71.95,0.0,-71.95,42.05,0.0,-42.05
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419655,1250.0,0.0,669.48,0.0,-669.48,580.52,0.0,-580.52
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419656,203.0,0.0,127.2,0.0,-127.2,75.8,0.0,-75.8
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419657,328.0,0.0,229.2,0.0,-229.2,98.8,0.0,-98.8
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419658,196.0,0.0,152.55,0.0,-152.55,43.44,0.0,-43.44
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419659,281.0,0.0,168.04,0.0,-168.04,112.96,0.0,-112.96
Województwo opolskie,Powiat brzeski,gm. Skarbimierz,1419660,376.0,0.0,218.3,0.0,-218.3,157.7,0.0,-157.7
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419661,594.0,0.0,291.72,0.0,-291.72,302.28,0.0,-302.28
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419662,388.0,0.0,191.3,0.0,-191.3,196.7,0.0,-196.7
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419663,503.0,0.0,219.51,0.0,-219.51,283.49,0.0,-283.49
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419664,526.0,0.0,237.15,0.0,-237.15,288.85,0.0,-288.85
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419665,491.0,0.0,223.43,0.0,-223.43,267.57,0.0,-267.57
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419666,711.0,0.0,347.77,0.0,-347.77,363.23,0.0,-363.23
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419667,285.0,0.0,150.63,0.0,-150.63,134.37,0.0,-134.37
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419668,378.0,0.0,207.03,0.0,-207.03,170.97,0.0,-170.97
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419669,126.0,0.0,94.5,0.0,-94.5,31.5,0.0,-31.5
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419670,314.0,0.0,166.73,0.0,-166.73,147.27,0.0,-147.27
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419671,181.0,0.0,127.26,0.0,-127.26,53.74,0.0,-53.74
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419672,208.0,0.0,138.23,0.0,-138.23,69.77,0.0,-69.77
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419673,222.0,0.0,136.05,0.0,-136.05,85.95,0.0,-85.95
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419674,328.0,0.0,220.5,0.0,-220.5,107.5,0.0,-107.5
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419675,356.0,0.0,254.47,0.0,-254.47,101.53,0.0,-101.53
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419676,207.0,0.0,121.29,0.0,-121.29,85.71,0.0,-85.71
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419677,322.0,0.0,205.08,0.0,-205.08,116.92,0.0,-116.92
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419678,157.0,0.0,100.27,0.0,-100.27,56.73,0.0,-56.73
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419679,180.0,0.0,134.17,0.0,-134.17,45.83,0.0,-45.83
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419680,115.0,0.0,88.43,0.0,-88.43,26.57,0.0,-26.57
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419681,126.0,0.0,78.7,0.0,-78.7,47.3,0.0,-47.3
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419682,100.0,0.0,69.15,0.0,-69.15,30.85,0.0,-30.85
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419683,161.0,0.0,96.4,0.0,-96.4,64.6,0.0,-64.6
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419684,189.0,0.0,128.55,0.0,-128.55,60.45,0.0,-60.45
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419685,184.0,0.0,126.94,0.0,-126.94,57.06,0.0,-57.06
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419686,138.0,0.0,78.19,0.0,-78.19,59.81,0.0,-59.81
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419687,110.0,0.0,58.26,0.0,-58.26,51.74,0.0,-51.74
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419688,130.0,0.0,75.89,0.0,-75.89,54.11,0.0,-54.11
Województwo opolskie,Powiat brzeski,gm. Grodkow,1419689,139.0,0.0,107.88,0.0,-107.88,31.12,0.0,-31.12
Województwo opolskie,Powiat brzeski,gm. Grodkow,1435330,24.0,0.0,6.08,0.0,-6.08,17.92,0.0,-17.92
Województwo opolskie,Powiat brzeski,gm. Grodkow,1435331,68.0,0.0,6.5,0.0,-6.5,61.5,0.0,-61.5
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419690,672.0,0.0,344.24,0.0,-344.24,327.76,0.0,-327.76
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419691,1050.0,0.0,594.44,0.0,-594.44,455.56,0.0,-455.56
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419692,939.0,0.0,499.91,0.0,-499.91,439.09,0.0,-439.09
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419693,666.0,0.0,402.77,0.0,-402.77,263.23,0.0,-263.23
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419694,461.0,0.0,259.99,0.0,-259.99,201.01,0.0,-201.01
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419695,231.0,0.0,122.28,0.0,-122.28,108.72,0.0,-108.72
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419696,304.0,0.0,185.6,0.0,-185.6,118.4,0.0,-118.4
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419697,184.0,0.0,93.46,0.0,-93.46,90.54,0.0,-90.54
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419698,125.0,0.0,68.16,0.0,-68.16,56.84,0.0,-56.84
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419699,186.0,0.0,94.69,0.0,-94.69,91.31,0.0,-91.31
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419700,174.0,0.0,99.45,0.0,-99.45,74.55,0.0,-74.55
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419701,126.0,0.0,87.87,0.0,-87.87,38.13,0.0,-38.13
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419702,164.0,0.0,82.05,0.0,-82.05,81.95,0.0,-81.95
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419703,146.0,0.0,91.46,0.0,-91.46,54.54,0.0,-54.54
Województwo opolskie,Powiat brzeski,gm. Lewin Brzeski,1419704,146.0,0.0,109.92,0.0,-109.92,36.08,0.0,-36.08
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419705,676.0,0.0,380.43,0.0,-380.43,295.57,0.0,-295.57
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419706,547.0,0.0,322.4,0.0,-322.4,224.6,0.0,-224.6
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419707,484.0,0.0,267.3,0.0,-267.3,216.7,0.0,-216.7
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419708,419.0,0.0,214.27,0.0,-214.27,204.73,0.0,-204.73
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419709,430.0,0.0,238.36,0.0,-238.36,191.64,0.0,-191.64
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419710,320.0,0.0,213.25,0.0,-213.25,106.75,0.0,-106.75
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419711,159.0,0.0,99.97,0.0,-99.97,59.03,0.0,-59.03
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419712,303.0,0.0,202.06,0.0,-202.06,100.94,0.0,-100.94
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419713,218.0,0.0,134.33,0.0,-134.33,83.67,0.0,-83.67
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419714,347.0,0.0,199.99,0.0,-199.99,147.01,0.0,-147.01
Województwo opolskie,Powiat brzeski,gm. Lubsza,1419715,298.0,0.0,188.93,0.0,-188.93,109.07,0.0,-109.07
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419716,322.0,0.0,196.61,0.0,-196.61,125.39,0.0,-125.39
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419717,208.0,0.0,157.0,0.0,-157.0,51.0,0.0,-51.0
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419718,377.0,0.0,232.36,0.0,-232.36,144.64,0.0,-144.64
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419719,273.0,0.0,195.7,0.0,-195.7,77.3,0.0,-77.3
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419720,236.0,0.0,155.34,0.0,-155.34,80.66,0.0,-80.66
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419721,348.0,0.0,220.77,0.0,-220.77,127.23,0.0,-127.23
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419722,200.0,0.0,134.92,0.0,-134.92,65.08,0.0,-65.08
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419723,181.0,0.0,123.48,0.0,-123.48,57.52,0.0,-57.52
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419724,114.0,0.0,71.77,0.0,-71.77,42.23,0.0,-42.23
Województwo opolskie,Powiat brzeski,gm. Olszanka,1419725,156.0,0.0,107.22,0.0,-107.22,48.78,0.0,-48.78
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419726,474.0,0.0,280.61,0.0,-280.61,193.39,0.0,-193.39
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419727,495.0,0.0,274.16,0.0,-274.16,220.84,0.0,-220.84
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419728,435.0,0.0,299.66,0.0,-299.66,135.34,0.0,-135.34
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419729,220.0,0.0,146.96,0.0,-146.96,73.04,0.0,-73.04
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419730,191.0,0.0,133.73,0.0,-133.73,57.26,0.0,-57.26
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419731,118.0,0.0,85.5,0.0,-85.5,32.5,0.0,-32.5
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419732,104.0,0.0,69.59,0.0,-69.59,34.41,0.0,-34.41
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419733,210.0,0.0,134.81,0.0,-134.81,75.19,0.0,-75.19
Województwo opolskie,Powiat gubczycki,gm. Baborow,1419734,72.0,0.0,49.02,0.0,-49.02,22.98,0.0,-22.98
Województwo opolskie,Powiat gubczycki,gm. Baborow,1435332,18.0,0.0,6.64,0.0,-6.64,11.36,0.0,-11.36
Województwo opolskie,Powiat gubczycki,gm. Branice,1419735,422.0,0.0,244.94,0.0,-244.94,177.06,0.0,-177.06
Województwo opolskie,Powiat gubczycki,gm. Branice,1419736,278.0,0.0,179.34,0.0,-179.34,98.66,0.0,-98.66
Województwo opolskie,Powiat gubczycki,gm. Branice,1419737,352.0,0.0,250.1,0.0,-250.1,101.9,0.0,-101.9
Województwo opolskie,Powiat gubczycki,gm. Branice,1419738,317.0,0.0,187.01,0.0,-187.01,129.99,0.0,-129.99
Województwo opolskie,Powiat gubczycki,gm. Branice,1419739,197.0,0.0,120.0,0.0,-120.0,77.0,0.0,-77.0
Województwo opolskie,Powiat gubczycki,gm. Branice,1419740,346.0,0.0,245.01,0.0,-245.01,100.99,0.0,-100.99
Województwo opolskie,Powiat gubczycki,gm. Branice,1419741,492.0,0.0,270.79,0.0,-270.79,221.21,0.0,-221.21
Województwo opolskie,Powiat gubczycki,gm. Branice,1435333,64.0,0.0,27.92,0.0,-27.92,36.08,0.0,-36.08
Województwo opolskie,Powiat gubczycki,gm. Branice,1435334,41.0,0.0,10.96,0.0,-10.96,30.04,0.0,-30.04
Województwo opolskie,Powiat gubczycki,gm. Branice,1435335,28.0,0.0,15.44,0.0,-15.44,12.56,0.0,-12.56
Województwo opolskie,Powiat gubczycki,gm. Branice,1435336,36.0,0.0,14.16,0.0,-14.16,21.84,0.0,-21.84
Województwo opolskie,Powiat gubczycki,gm. Branice,1435337,156.0,0.0,99.18,0.0,-99.18,56.82,0.0,-56.82
Województwo opolskie,Powiat gubczycki,gm. Branice,1435338,26.0,0.0,12.86,0.0,-12.86,13.14,0.0,-13.14
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419742,632.0,0.0,328.96,0.0,-328.96,303.04,0.0,-303.04
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419743,588.0,0.0,319.93,0.0,-319.93,268.07,0.0,-268.07
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419744,1056.0,0.0,593.4,0.0,-593.4,462.6,0.0,-462.6
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419745,473.0,0.0,251.12,0.0,-251.12,221.88,0.0,-221.88
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419746,1004.0,0.0,474.54,0.0,-474.54,529.46,0.0,-529.46
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419747,844.0,0.0,431.75,0.0,-431.75,412.25,0.0,-412.25
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419748,551.0,0.0,315.4,0.0,-315.4,235.6,0.0,-235.6
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419749,347.0,0.0,239.6,0.0,-239.6,107.4,0.0,-107.4
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419750,333.0,0.0,239.41,0.0,-239.41,93.59,0.0,-93.59
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419751,306.0,0.0,217.74,0.0,-217.74,88.26,0.0,-88.26
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419752,367.0,0.0,232.38,0.0,-232.38,134.62,0.0,-134.62
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419753,272.0,0.0,205.39,0.0,-205.39,66.61,0.0,-66.61
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419754,295.0,0.0,205.8,0.0,-205.8,89.2,0.0,-89.2
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419755,346.0,0.0,225.91,0.0,-225.91,120.09,0.0,-120.09
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419756,273.0,0.0,166.69,0.0,-166.69,106.31,0.0,-106.31
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419757,269.0,0.0,169.61,0.0,-169.61,99.39,0.0,-99.39
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419758,491.0,0.0,320.23,0.0,-320.23,170.77,0.0,-170.77
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419759,319.0,0.0,207.51,0.0,-207.51,111.49,0.0,-111.49
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419760,160.0,0.0,123.27,0.0,-123.27,36.73,0.0,-36.73
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419761,178.0,0.0,114.5,0.0,-114.5,63.5,0.0,-63.5
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419762,157.0,0.0,103.16,0.0,-103.16,53.84,0.0,-53.84
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1419763,92.0,0.0,64.0,0.0,-64.0,28.0,0.0,-28.0
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435339,41.0,0.0,19.1,0.0,-19.1,21.9,0.0,-21.9
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435340,31.0,0.0,16.82,0.0,-16.82,14.18,0.0,-14.18
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435341,19.0,0.0,6.35,0.0,-6.35,12.65,0.0,-12.65
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435342,18.0,0.0,10.02,0.0,-10.02,7.98,0.0,-7.98
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435343,160.0,0.0,35.13,0.0,-35.13,124.87,0.0,-124.87
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1435344,27.0,0.0,6.5,0.0,-6.5,20.5,0.0,-20.5
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419764,1062.0,0.0,574.67,0.0,-574.67,487.34,0.0,-487.34
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419765,813.0,0.0,465.04,0.0,-465.04,347.96,0.0,-347.96
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419766,563.0,0.0,351.04,0.0,-351.04,211.96,0.0,-211.96
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419767,401.0,0.0,305.75,0.0,-305.75,95.25,0.0,-95.25
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419768,181.0,0.0,113.33,0.0,-113.33,67.67,0.0,-67.67
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419769,274.0,0.0,174.52,0.0,-174.52,99.48,0.0,-99.48
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419770,190.0,0.0,105.87,0.0,-105.87,84.13,0.0,-84.13
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419771,302.0,0.0,185.53,0.0,-185.53,116.47,0.0,-116.47
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419772,311.0,0.0,227.25,0.0,-227.25,83.75,0.0,-83.75
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419773,140.0,0.0,93.45,0.0,-93.45,46.55,0.0,-46.55
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419774,164.0,0.0,99.87,0.0,-99.87,64.12,0.0,-64.12
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1419775,137.0,0.0,102.48,0.0,-102.48,34.52,0.0,-34.52
Województwo opolskie,Powiat gubczycki,gm. Kietrz,1435345,38.0,0.0,23.96,0.0,-23.96,14.04,0.0,-14.04
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419776,513.0,0.0,242.28,0.0,-242.28,270.72,0.0,-270.72
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419777,783.0,0.0,322.81,0.0,-322.81,460.19,0.0,-460.19
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419778,805.0,0.0,293.01,0.0,-293.01,511.99,0.0,-511.99
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419779,946.0,0.0,423.64,0.0,-423.64,522.36,0.0,-522.36
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419780,741.0,0.0,335.31,0.0,-335.31,405.69,0.0,-405.69
Województwo opolskie,Powiat kedzierzynsko-kozielski,m. Kedzierzyn-Kozle,1419781,902.0,0.0,345.9,0.0,-345.9,556.1,0.0,-556.1
